model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source,dataset_family
Qwen3-4B-Instruct-2507,aime,L2,8,32,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.3,0.979375,0.05929270612815711,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.8,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,0.9,0.97925,0.093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,64,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,128,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.7,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L2,8,256,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.1,0.48472727272727273,0.3067557512241472,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.2,0.4846363636363636,0.2683093533421992,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.3,0.4091818181818182,0.28303693944591246,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.4,0.4848181818181818,0.25263970032799316,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.5,0.4697272727272727,0.2524395517202629,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.6,0.4241818181818182,0.30252272641902456,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.7,0.5608181818181818,0.27959727531511525,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.8,0.48518181818181816,0.33235564193687567,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,0.9,0.6061818181818182,0.2810561250970088,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,1.0,0.5153636363636364,0.26839167444071527,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,1.1,0.5150909090909092,0.26708153334617774,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,1,1.2,0.5757272727272728,0.25242910795994694,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.1,0.48472727272727273,0.3067557512241472,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.2,0.4846363636363636,0.2683093533421992,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.3,0.4397272727272727,0.26956007932117165,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.4,0.515,0.21485534245584442,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.5,0.4697272727272727,0.2524395517202629,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.6,0.4696363636363637,0.2931291989425947,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.7,0.5608181818181818,0.27959727531511525,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.8,0.5153636363636364,0.300567796012813,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,0.9,0.6061818181818182,0.2810561250970088,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,1.0,0.5608181818181819,0.22621691119165005,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,1.1,0.5150909090909092,0.26708153334617774,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,2,1.2,0.5757272727272728,0.25242910795994694,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.1,0.7577272727272728,0.2232245098957142,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.2,0.6366363636363637,0.23417961249667085,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.3,0.697,0.28740800899829433,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.4,0.6362727272727273,0.22070239113916607,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.5,0.5454545454545454,0.24748957737466623,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.6,0.6819999999999999,0.23837632585320365,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.7,0.7424545454545455,0.2717657748202234,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.8,0.6971818181818181,0.29637583633561687,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,0.9,0.7274545454545454,0.24087567521252723,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,1.0,0.7269999999999999,0.22314956256449903,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,1.1,0.6971818181818181,0.2448697241763093,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,4,1.2,0.7879090909090909,0.23417961249667085,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.1,0.879,0.16872812989594183,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.2,0.8179090909090909,0.18970048162108796,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.3,0.8486363636363637,0.16662887450313593,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.4,0.7274545454545454,0.23867589282996682,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.5,0.7271818181818182,0.21473895357344505,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.6,0.8485454545454545,0.21762770545548235,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.7,0.8336363636363638,0.24114311103574987,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.8,0.8482727272727272,0.23697429856804764,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,0.9,0.8484545454545455,0.18808339542969665,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,1.0,0.7877272727272726,0.1928798495531256,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,1.1,0.8336363636363638,0.13540645882272045,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,8,1.2,0.8785454545454545,0.1645876389923949,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.1,0.9244545454545455,0.15091267794203495,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.2,0.9244545454545455,0.1740451874448911,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.3,0.9241818181818182,0.10655259051498722,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.4,0.7725454545454545,0.1684895464790836,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.5,0.8032727272727272,0.2100649250286033,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.6,0.9092727272727273,0.12324698041663407,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.7,0.909,0.20270511497336133,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.8,0.8938181818181818,0.1547384890710776,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,0.9,0.9394545454545454,0.12040990596518816,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,1.0,0.8787272727272728,0.1550143688354552,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,1.1,0.8485454545454545,0.14659529944095007,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,16,1.2,0.9394545454545454,0.10941663493271944,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.1,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.2,0.9545454545454546,0.07537783614444091,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.3,0.9698181818181818,0.07115667732035222,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.4,0.9394545454545454,0.10941663493271944,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.5,0.9394545454545454,0.10063073811984813,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.6,0.9696363636363636,0.0971353320232794,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.7,0.9545454545454546,0.10660035817780522,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.8,0.9547272727272728,0.10655259051498722,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,0.9,0.9543636363636364,0.11520258835476034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,1.0,0.9543636363636363,0.11520258835476034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,1.1,0.9090909090909091,0.13055824196677338,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,32,1.2,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.1,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.2,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.3,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.5,0.9241818181818182,0.11520258835476034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.6,0.9696363636363636,0.0971353320232794,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.7,0.9545454545454546,0.10660035817780522,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.8,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,0.9,0.9696363636363636,0.10063073811984813,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,1.0,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,1.1,0.9696363636363636,0.0971353320232794,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,64,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.3,0.9847272727272728,0.056081110091464034,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.7,0.9849090909090908,0.07931066648428708,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,0.9,0.9849090909090908,0.07931066648428708,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,1.0,0.9696363636363636,0.10063073811984813,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,1.1,0.9849090909090908,0.07931066648428708,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,128,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.3,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.4,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.5,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.6,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.7,0.9849090909090908,0.07931066648428708,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.8,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,0.9,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,1.0,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,1.1,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L3,11,256,1.2,1.0,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.1,0.2594444444444444,0.28619981365006747,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.2,0.22211111111111112,0.20989653535862748,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.3,0.25955555555555554,0.24692958960445022,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.4,0.20366666666666666,0.2206105165217651,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.5,0.35188888888888886,0.279046591091882,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.6,0.3516666666666667,0.29666198498178586,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.7,0.35188888888888886,0.25322256350228084,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.8,0.389,0.3483429025798829,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,0.9,0.42588888888888893,0.26625489040892125,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,1.0,0.3332222222222222,0.2693702532451075,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,1.1,0.27799999999999997,0.15943929530981027,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,1,1.2,0.29633333333333334,0.24854487634138736,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.1,0.2594444444444444,0.28619981365006747,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.2,0.22211111111111112,0.20989653535862748,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.3,0.3151111111111111,0.21180704006765735,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.4,0.20366666666666666,0.2206105165217651,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.5,0.35188888888888886,0.279046591091882,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.6,0.389,0.28041140411109455,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.7,0.35188888888888886,0.25322256350228084,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.8,0.389,0.3483429025798829,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,0.9,0.42588888888888893,0.26625489040892125,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,1.0,0.35188888888888886,0.25925427243881205,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,1.1,0.27799999999999997,0.15943929530981027,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,2,1.2,0.29633333333333334,0.24854487634138736,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.1,0.33344444444444443,0.30711289997871033,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.2,0.2776666666666667,0.2437829180051611,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.3,0.4072222222222222,0.2591655412622939,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.4,0.2592222222222222,0.24054590691452915,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.5,0.5186666666666667,0.2749533293730653,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.6,0.4444444444444444,0.2913405796200271,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.7,0.40744444444444444,0.25310713585796474,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.8,0.49988888888888894,0.280490641555115,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,0.9,0.4632222222222222,0.22893594446190982,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,1.0,0.42588888888888893,0.25309308783748147,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,1.1,0.3888888888888889,0.22405058952537185,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,4,1.2,0.4445555555555556,0.27653430568777937,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.1,0.42588888888888893,0.34929245944082765,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.2,0.4628888888888889,0.3130037273473486,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.3,0.4627777777777778,0.2560765944443619,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.4,0.4628888888888889,0.2592141971420547,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.5,0.5741111111111111,0.31564625065974655,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.6,0.5368888888888889,0.26059078179313167,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.7,0.5742222222222222,0.29933593168879674,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.8,0.5927777777777777,0.28469925652636796,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,0.9,0.5372222222222223,0.21496692252013513,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,1.0,0.5925555555555556,0.287202406365654,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,1.1,0.5925555555555556,0.22576905604326442,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,8,1.2,0.537,0.1844562579884757,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.1,0.48144444444444445,0.27640168032935125,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.2,0.46299999999999997,0.25924827225396635,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.3,0.5368888888888889,0.23406646729318384,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.4,0.48133333333333334,0.30188923649429955,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.5,0.6295555555555556,0.30572754755391823,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.6,0.5738888888888889,0.32021503191865724,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.7,0.5741111111111111,0.24858957696930453,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.8,0.6294444444444445,0.27204758570678195,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,0.9,0.6296666666666666,0.215039272898903,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,1.0,0.6483333333333333,0.29415812074460906,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,1.1,0.6482222222222221,0.11779832105953142,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,16,1.2,0.648,0.171069836291758,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.1,0.4441111111111111,0.22035854621250542,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.2,0.4074444444444445,0.19819547029244752,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.3,0.5741111111111111,0.22561545455339121,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.4,0.5371111111111111,0.2939206242054704,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.5,0.5556666666666666,0.20971435599670116,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.6,0.685,0.25590037123849585,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.7,0.6108888888888888,0.11779832105953142,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.8,0.6482222222222221,0.11779832105953142,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,0.9,0.6298888888888889,0.20244532869669063,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,1.0,0.648,0.23220871837398546,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,1.1,0.6482222222222221,0.13900119903559585,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,32,1.2,0.6297777777777778,0.1644303297245777,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.1,0.48144444444444445,0.2000624902374256,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.2,0.5001111111111112,0.20384552975231024,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.3,0.5925555555555556,0.2078805746897322,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.4,0.5923333333333333,0.1712752819942861,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.5,0.5925555555555556,0.1864942656252763,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.6,0.685,0.21691754705929675,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.7,0.6295555555555556,0.12096464129837464,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.8,0.6664444444444444,0.1073871500692704,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,0.9,0.6667777777777777,0.1864942656252763,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,1.0,0.6853333333333333,0.141694507068317,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,1.1,0.6665555555555556,0.13893443697578287,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,64,1.2,0.6482222222222221,0.13900119903559585,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.1,0.5186666666666667,0.17782513258192098,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.2,0.5742222222222222,0.062,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.3,0.5554444444444444,0.15214065129930848,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.4,0.611,0.17346821674941557,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.5,0.6113333333333334,0.21527450176718818,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.6,0.6667777777777777,0.1712752819942861,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.7,0.6482222222222221,0.11779832105953142,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.8,0.648,0.062,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,0.9,0.6295555555555556,0.12096464129837464,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,1.0,0.6851111111111111,0.12736125348350216,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,1.1,0.6666666666666666,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,128,1.2,0.666888888888889,0.13625466352875168,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.1,0.5185555555555555,0.157,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.2,0.5555555555555556,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.3,0.537,0.12433333333333334,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.4,0.5923333333333333,0.1712752819942861,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.5,0.6296666666666666,0.19819547029244752,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.6,0.6112222222222221,0.22068101665324796,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.7,0.6482222222222221,0.11779832105953142,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.8,0.6664444444444444,0.1073871500692704,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,0.9,0.6666666666666666,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,1.0,0.6666666666666666,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,1.1,0.6666666666666666,0.0,markdown,aime
Qwen3-4B-Instruct-2507,aime,L4,9,256,1.2,0.6297777777777778,0.07866666666666666,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.1,0.03211111111111111,0.042733996354710896,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.2,0.03677777777777777,0.07322529921034426,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.3,0.027583333333333335,0.042712865613171974,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.4,0.041527777777777775,0.053879237394586624,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.5,0.051055555555555555,0.054748921856457085,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.6,0.050833333333333335,0.04424113219366993,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.7,0.027611111111111114,0.04691836882643442,markdown,aime
Qwen3-4B-Instruct-2507,aime,L5,36,1,0.8,0.037,0.07028533117071994,markdown,aime
